body,published_on,source,tags,title
"Zcash has successfully activated its Overwinter hard fork, setting the privacy-focused cryptocurrency up for its major Sapling upgrade in the autumn.",2018-06-26 15:00:55,coindesk,News|Privacy|zcash|Hard Forks|Overwinter,Overwinter Is Here: Zcash Claims 'Successful' First Hard Fork
"FOMO Moments Current performing altcoins are Ontology, Ethereum Classic, Zcash and Zilliqa. The good news for today’s crypto market update is that nearly all coins are in the green at the moment. The not so good news is that gains are minimal at best. Total market capitalization has remained above $250 billion and inched up...The post Cryptocurrency Market Update: Mainnet Momentum Moves Ontology (ONT) appeared first on NewsBTC.",2018-06-26 06:16:57,newsbtc,Altcoins|FOMO|Asian trading session|FOMO moments|mainnet|ONT|Ontology,Cryptocurrency Market Update: Mainnet Momentum Moves Ontology (ONT)
"ZCash, a privacy-based cryptocurrency, is about to undergo its first hard fork. The network upgrade, dubbed Overwinter, is intended to be activated at block 347,500 &#8211; it&#8217;s currently at 347, 253- and is scheduled to go live on June 26. ZCash is a fork of bitcoin which uses a cryptography principle called “zero-knowledge proofs” which allowsThe post &#8216;Overwinter&#8217; Upgrade Looms as Zcash Prepares for Its First Hard Fork appeared first on CCN",2018-06-25 15:00:45,ccn,Altcoin News|News|Overwinter|Zcash,‘Overwinter’ Upgrade Looms as Zcash Prepares for Its First Hard Fork
"This week, after disclosing its plans to crackdown on anonymous cryptocurrencies Zcash, Dash, and Monero, the government of Japan has said that major credit agencies will evaluate cryptocurrency users to prevent the utilization of digital assets in laundering money generated from illicit operations. Suspicious Users Will be Investigated Credit agencies, information security research firms, andThe post Japan Wants to Stop Cryptocurrency Criminal Activities With Credit Evaluation appeared first on CCN",2018-06-25 10:44:35,ccn,Bitcoin Exchange|News|Regulation|bitflyer|japan,Japan Wants to Stop Cryptocurrency Criminal Activities With Credit Evaluation
"ZCash will hard fork on 26th of June. According to the ZCash team, the hard fork will bring greater transparency, safer transactions with replay transactions and will reduce risks of downloading apps on zk-SNARK technology.",2018-06-25 10:37:55,cryptoglobe,,ZCash Hard Fork 'Overwinter' Planned for June 26th
"The first ever hard fork of privacy-oriented cryptocurrency Zcash is little more than a day away. The upgrade is called Overwinter and it will take place at block 347,500. What is Overwinter? Overwinter is set to become the very first hard fork for Zcash. Its purpose is to fortify the existing protocol for future upgrades. Designed to activate at block 347,500, which, assuming 150 seconds/block rate, should happen on June 26th, the upgrade will requireRead MoreThe post Overwinter is Coming: What to Expect After Zcash First Hard Fork? appeared first on Bitcoinist.com.",2018-06-25 05:00:05,bitcoinist,Altcoin News|News|News teaser|hard fork|Overwinter|Sapling|ZCash,Overwinter is Coming: What to Expect After Zcash First Hard Fork?
"A lot of crypto enthusiasts desire privacy when using their coins, but law enforcement has other ideas. The US Secret Service recently asked Congress to tackle anonymous cryptocurrencies. One of the original benefits touted about cryptocurrency was that one could be completely anonymous in how it was used. Such has proven not to be the...The post US Secret Service Wants Anonymous Cryptocurrencies Tackled by Congress appeared first on Bitcoin Network, News, Charts, Guides &amp; Analysis.",2018-06-25 00:45:16,livebitcoinnews,Altcoin News|News|Security & Ransomware|anonymous cryptocurrency|Congress|FUD|Monero|Secret Service|United States|Zcash,US Secret Service Wants Anonymous Cryptocurrencies Tackled by Congress
"With its community aligned, Zcash's first hard fork, Overwinter, might not be exciting. But as always, you never really rule out a blockchain split.",2018-06-24 11:20:19,coindesk,Features|Other Public Protocols|Technology News|Featured|zcash|Hard Forks|Overwinter|Sapling,Overwinter Ahead: What Should Happen When Zcash's First Hard Fork Hits
"The U.S. Secret Service is taking a good look at privacy-focused cryptocurrencies like Monero and Zcash while urging Congress to &#8220;consider additional legislative or regulatory actions.&#8221; Fear of Privacy Coins Last week, a top official from the federal law enforcement agency reportedly requested help from Congress in combating the use of privacy coins for illicit purposes. Robert Novy, Deputy Assistant Director of the Secret Service&#8217;s Office of Investigations, wrote: We should &#8230; consider additional legislative orRead MoreThe post Privacy Coins Are &#8216;One of the Greatest Emerging Threats to U.S. National Security,&#8217; States US Congressman appeared first on Bitcoinist.com.",2018-06-24 11:00:29,bitcoinist,Altcoin News|Altcoins|Blockchain Technology|News|News teaser|FinCen|monero|privacy coins|Robert Novy|Robert Pittenger|Secret Service|Thomas Ott|ZCash,"Privacy Coins Are ‘One of the Greatest Emerging Threats to U.S. National Security,’ States US Congressman"
The US Secret Service is worried about the illicit use of cryptocurrencies. A high-ranking official of the agency has urged Congress to consider additional legislation to address anonymity-enhanced cryptocurrencies and services intended to obscure transactions on blockchains such as tumblers or mixers. Also read: Yahoo! Japan Confirms Entrance Into the Crypto Space Undermining US Laws Deputy [&#8230;]The post US Secret Service Asks Congress for Help to Prevent Illicit Use of Privacy Coins appeared first on Bitcoin News.,2018-06-23 16:50:37,bitcoin.com,Privacy|Anonymity|Bitcoin|BTC|BTC-e|Congress|crypto|Cryptocurrency|Digital Currency|e-gold|illicit use|Liberty Reserve|Mixers|Monero|Money Laundering|N-Economy|privacy coins|secret services|testimony|Tumblers|US|Virtual Currency|xmr|Zcash|ZEC,US Secret Service Asks Congress for Help to Prevent Illicit Use of Privacy Coins
"Ahead of the Zcash Foundation's first big gathering, crypto aficionados are watching to see if the non-profit can redeem a maligned governance model.",2018-06-23 12:20:01,coindesk,Features|Initial Coin Offerings|Subfeatured|Ethereum Foundation|Zcash Foundation|Zcash Company,Crypto Non-Profits Are Flawed – Zcash Thinks It Can Change That
"A top official in the US Secret Service has asked Congress to take action against privacy-centric cryptocurrencies like zcash and monero, which include features designed to help users make anonymous transactions. In prepared testimony given on Wednesday before the House of Representatives Committee on Financial Services Subcommittee on Terrorism and Illicit Finance, Robert Novy &#8212;The post Congress Should Take Action Against Privacy Coins: Secret Service Official appeared first on CCN",2018-06-22 22:15:10,ccn,Bitcoin Politics|News|Regulation|Financial Services Agency|monero|Robert Novy|U.S. Secret Service|Zcash,Congress Should Take Action Against Privacy Coins: Secret Service Official
"After spending his time developing zcash's most popular wallet software, the developer threatened a hard fork in an effort to secure more funds.",2018-06-22 04:00:11,coindesk,Other Public Protocols|Technology News|Developers|Featured|zcash|ZEC|Hard Forks|Overwinter|Sapling,Zcash Pays Off Angry Developer to Avoid Blockchain Split
"Financial monitoring service Bloomberg Terminal will now be listing the Huobi 10 Cryptocurrency Index, as well as 9 crypto trading pairs",2018-06-21 17:09:00,cointelegraph,Bitcoin|Cryptocurrencies Exchange|Huobi|Adoption|Michael Novogratz|Cryptocurrencies|USA|Tether|Litecoin|Bitcoin Cash|Ethereum|Ethereum Classic|Ripple|Dash|EOS|Zcash,Bloomberg Terminal Lists Crypto Market Index From World’s Third Largest Exchange Huobi
Bloomberg Terminal has announced the addition of HB10 crypto market index launched by Huobi Pro to its terminal service.The post Bloomberg Adds the Huobi&#8217;s Crypto Market Index to Its Terminal Service appeared first on CoinSpeaker.,2018-06-21 08:28:32,coinspeaker,Altcoins|Bitcoin (BTC)|Blockchain News|Companies|Cryptocurrencies|Huobi|News|Trading|bitcoin|bitcoin cash|bloomberg|bloomberg terminal|cryptocurrency trading|dash|eos|ethereum|ethereum classic|galaxy digital|hb10 index|huobi crypto index|Huobi exchange|litecoin|Michael Novogratz|USDT|xrp|zcash,Bloomberg Adds the Huobi’s Crypto Market Index to Its Terminal Service
"Cryptocurrencies are already used to pay college and university tuition fees, buy Lamborghinis, and pay for space travel. Now you can also assist in protecting journalists and whistleblowers by donating to the Freedom of the Press Foundation (FPF) using bitcoin, ethereum, bitcoin cash, litecoin, and zcash. The donations will support current projects of the freeThe post Freedom of the Press Foundation Now Accepts Cryptocurrency Donations appeared first on CCN",2018-06-20 01:00:15,ccn,Accepts Bitcoin|News|Freedom of the Press Foundation|Mainframe,Freedom of the Press Foundation Now Accepts Cryptocurrency Donations
Got bitcoin? Or Ethereum? Or Zcash? The Office of Government Ethics keeps an eye on potential conflicts of interest.,2018-06-19 20:19:52,ethnews.com,law and legislation,"Executive Branch Employees Must Disclose Virtual Currency Holdings, Says OGE"
"On June 18 the non-profit organization the Freedom of the Press Foundation announced people can now donate five different cryptocurrencies to the organization that supports free speech, whistleblowers and the freedom of the press. The foundation details cryptocurrency donations in BCH, LTC, ZEC, ETH, and BTC will help fund the various projects that promote freedom [&#8230;]The post Freedom of the Press Foundation Now Accepts Five Cryptocurrencies appeared first on Bitcoin News.",2018-06-19 13:10:07,bitcoin.com,News|Aaron Swartz|Anonymous|bitcoin cash|Bitcoin Core|Cryptocurrency Donations|Daniel Ellsberg|Edward Snowden|Ethereum|FPF|Free Speech|Freedom of the Press Foundation|Glenn Greenwald|Laura Poitras|litecoin|N-Featured|news|Open Source|Securedrop|whistleblowers|Wikileaks|Zcash,Freedom of the Press Foundation Now Accepts Five Cryptocurrencies
This week the Zcash Foundation and researchers from the University of Luxembourg have released a study that finds the presence of ASIC and FPGA miners may be controlling around 30 percent of the overall Equihash mining hashrate. The study speaks volumes to cryptocurrency developers and communities who have attempted to produce proof-of-work mechanisms that were [&#8230;]The post Study Reveals ASIC Miners Represent 30% of the Equihash Mining Hashrate appeared first on Bitcoin News.,2018-06-15 19:45:34,bitcoin.com,Technology & Security|ASIC and FPGA|ASIC Resistance|ASICs|Bitcoin gold|Consensus Algorithm|Equihash|GPU|Hashrate|mining|Mining Pools|mining rigs|monacoin|N-Technology|University of Luxembourg|verge|Zcash|Zcash Foundation,Study Reveals ASIC Miners Represent 30% of the Equihash Mining Hashrate
"The London Stock Exchange, one of the oldest stock exchanges in the world, has approved the listing of subscription-based mining firm Argo Blockchain, which will be the first crypto-related company listed. Argo Blockchain’s Listing Argo Blockchain said in a statement on Monday that it hopes to raise £20 million ($26.8 million) through an initial product...The post Argo Blockchain to Be First Crypto Company Listed on the London Stock Exchange appeared first on NewsBTC.",2018-06-12 02:00:04,newsbtc,Industry|Argo Blockchain|bitcoin gold|cryptocurrency mining|ethereum|Ethereum Classic|Genesis Mining|Hydrominer|Jonathan Bixby|Mining collective|mining rig|remote mining|ZCash,Argo Blockchain to Be First Crypto Company Listed on the London Stock Exchange
"Jameson Lopp, a former lead engineer at BitGo and a prominent Bitcoin developer, has criticized Netflix, the $159 billion entertainment giant, for one of its “Explained” series focused on Bitcoin and the cryptocurrency market. Wrong Arguments In collaboration with Vox, a US-based media company that runs a popular YouTube channel that delves into difficult subjectsThe post Netflix &#8216;Explained&#8217; Falsely Claims Bitcoin is Mostly Spent on Illegal Services appeared first on CCN",2018-06-10 16:48:50,ccn,Bitcoin Analysis|Bitcoin in Media|News|dash|jameson lopp|monero|Netflix|VOX|Zcash,Netflix ‘Explained’ Falsely Claims Bitcoin is Mostly Spent on Illegal Services
"A co-founder of Zcash spin-off ZClassic faces criminal charges after stealing an armored personnel carrier from the US army base at which he served. &#8216;Where Is That Damn Water Buffalo?&#8217; Joshua Yabut, who also previously worked as a developer for ZenCash, led police on a cross-country chase for two hours — covering sixty miles — around the state of Virginia, news media outlet Army Times reported June 6. The events surrounding the theft, which occurredRead MoreThe post ZClassic Co-Founder Steals US Army Tank After Series Of &#8216;Odd&#8217; Tweets appeared first on Bitcoinist.com.",2018-06-07 11:00:32,bitcoinist,Altcoin News|Bitcoin|News|News teaser|Craig Wright|Joshua Yabut|ZCash|Zclassic|ZenCash,ZClassic Co-Founder Steals US Army Tank After Series Of ‘Odd’ Tweets
"The ZenCash network was attacked earlier today via a 51% attack. The attacker managed to reorganize the blockchain multiple times, successfully double spending two transactions. Over $550,000 Double Spent ZenCash is a Proof of Work cryptocurrency based on the popular Equihash mining algorithm. Equihash is used by several other popular currencies, most notably ZCash, meaning that there is a very large pool of total Equihash hash rate in the world that can be used onRead MoreThe post ZenCash Target of 51% Attack; Loses More than $500k in Double Spend Transactions appeared first on Bitcoinist.com.",2018-06-04 03:00:00,bitcoinist,Altcoin News|News|News teaser|51% attack|Double spend|Equihash|ZenCash,ZenCash Target of 51% Attack; Loses More than $500k in Double Spend Transactions
"Consumers who venture into the world of mining alternative currencies generally need to acquire a few pieces of hardware. One of the more pressing problems is finding ways to connect more than five GPUs to a motherboard. ASUS has come up with a solution, although it remains to be seen how popular it will be in the long run. The Asus H370 Mining Master Motherboard People all over the world have shown great interest in mining cryptocurrency. Unlike what most non-cryptocurrency users would think, these ventures focus on mining alternative cryptocurrencies such as Monero, Ethereum, Zcash, and a few others. In order",2018-06-02 15:00:06,themerkle,Crypto|News|Asus|cryptocurrency mining|H370,ASUS Unveils a Motherboard Powering 20 GPUs for Cryptocurrency Mining
"Zooko Wilcox, the founder and CEO of Zerocoin Electric Coin Company, a company that develops privacy-focused cryptocurrency Zcash, has revealed that Chinese miners have alleged that Bitmain, the world’s biggest cryptocurrency mining equipment manufacturer, of potentially distributing hardware caked with dust, suggesting prior use. “Someone privately sent me these allegations (in Chinese) that Bitmain sold &#8230; ContinuedThe post Bitmain Allegedly Sold ASIC Miners Caked With Dust appeared first on CCN",2018-06-01 22:45:22,ccn,Altcoin Mining|Bitcoin Companies|News|asic|B3 Miner|bitmain|Zcash|Zooko Wilcox,Bitmain Allegedly Sold ASIC Miners Caked With Dust
"On Wednesday, The Verge reported that ASUS had announced one of its craziest creations yet. This being an updated version of the ASUS Mining Master motherboard which now supports up to 20 graphics cards. Mining Innovation: 20-GPU Supported Motherboard In normal cases, it would be an impossibility to fit 20 graphics cards all onto one...The post ASUS Introduces 20 GPU Motherboards for Cryptocurrency Mining, Targeting Miners appeared first on NewsBTC.",2018-06-01 06:30:40,newsbtc,Altcoins|Crypto|ASIC|ASUS|Computer Hardware|cryptocurrency|cryptocurrency mining|digital currency|ethereum|H370 MotherBoard|mining|MotherBoard|News|ZCash,"ASUS Introduces 20 GPU Motherboards for Cryptocurrency Mining, Targeting Miners"
"Zcash founding team member Zooko Wilcox-O’Hearn (known as Zooko) revealed he had spoken to Bitmain CEO Jihan Wu May 24, sparking contention among cryptocurrency commentators. Zooko And Wu Talk Bitmain In a blog post, Zooko recalled how he had discussed various current topics regarding mining manufacturer Bitmain and the controversy surrounding it. While not quoting Wu directly, the videolink conversation, which Zooko paraphrased, touched on the company’s reputation, including its decision to release an ASICRead MoreThe post &#8216;He Sounded Sincere To Me&#8217;: Jihan Wu Appears To Win Over Zcash&#8217;s Zooko appeared first on Bitcoinist.com.",2018-05-31 22:00:18,bitcoinist,Altcoins|Bitcoin|Bitcoin Community|News|News teaser|Bitmain|Jihan Wu|Riccardo Spagni|whalepanda|ZCash|Zooko,‘He Sounded Sincere To Me’: Jihan Wu Appears To Win Over Zcash’s Zooko
"Months ago, savvy coders were taking an any-means-necessary approach to keeping big miners off their blockchains. Now, reality is setting in.",2018-05-31 04:00:59,coindesk,Features|Other Public Protocols|Technology News|ASICs|Bitmain|Featured|zcash|Monero|siacoin,Crypto's War On Miners? It Might Already Be Over
The development team of the zcash cryptocurrency has released new software that contains support elements of the network's planned Sapling upgrade.,2018-05-30 19:00:53,coindesk,News|zcash|upgrade,New Zcash Software Sets Stage for 'Sapling' Upgrade
"                        Zcoin, a privacy-focused asset, is launching a working version of MTP v1.2 (Merkle Tree Proof) — an ASIC-resistant proof-of-work (PoW) algorithm — on its testnet. Chinese mining conglomerate Bitmain had recently announced the release of an ASIC designed for mining the similar, privacy-based cryptocurrency Zcash, which ultimately led to some concerns in the cryptocurrency space, and Zcoin is looking to offer reassurance.Founded in September of 2016, Zcoin was constructed to tackle decentralization and privacy issues on the blockchain. It was also the first currency to implement the Zerocoin protocol and provide financial privacy by using zero-knowledge proofs.Created by Alex Biryukov and Dmitry Khovratovich in June 2016, MTP is designed to target miner centralization caused by ASICs and permit entry to the mining space for CPUs and GPUs. Speaking with Bitcoin Magazine, Zcoin’s Chief Operating Officer Reuben Yap explained how MTP works to demonopolize the cryptocurrency mining space.“When you have specialized machines, X dollars will get you a hash rate 1000 times stronger than if I spend X dollars on a CPU or GPU, so if I spend $2,000 on a bitcoin ASIC miner, I’ll get a higher performance than if I spent $2,000 on a GPU rig,” he said. “MTP’s aim is to make the price and performance as close to each other regardless of whether you use an ASIC, GPU or CPU, so no one can gain an unfair advantage through the...",2018-05-29 14:41:13,bitcoinmagazine,Bitcoin|Mining,Zcoin’s Merkle Tree Proof Release Seeks to Bring Back Fairer Mining
"Cease and desist letters have been sent to five crypto companies operating in Alabama, as part of the ongoing “Operation Crypto-Sweep.” The campaign, led by the North American Securities Administrators Association, is targeting ICO projects and blockchain startups suspected of fraudulent activities and violations of existing securities laws. Actions have been taken already by NASAA [&#8230;]The post Five Firms Hit by ‘Crypto-Sweep’ in Alabama as Regulators Step up Operation appeared first on Bitcoin News.",2018-05-29 08:40:51,bitcoin.com,Regulation|Alabama|Bitcoin|Blockchain Projects|Canada|Cease and Desist|crypto-sweep|cryptos|Fraud|ICOs|initial coin offerings|Investors|letters|mining|Monero|N-Economy|operation|orders|provinces|Regulations|Regulators|Securities|Startups|States|Token Sales|Tokens|US|Zcash,Five Firms Hit by ‘Crypto-Sweep’ in Alabama as Regulators Step up Operation
"To advocate for regulatory leniency, we must consider the advantages, not the disadvantages, that privacy coins will provide to the greater community.",2018-05-29 07:00:17,coindesk,News|Privacy|Japan|FSA|zcash|Monero|Dash|ZenCash,Japan Was the Wake-Up Call: Get Ready to Defend Privacy Coins
"Bithumb, South Korea’s biggest cryptocurrency exchange alongside UPbit, has banned digital asset trading in North Korea, Iran, Iraq, Sri Lanka, and seven other countries that are considered as high-risk jurisdictions by the Non-Cooperative Countries and Territories (NCCT) Initiative. Beginning May 28, the Bithumb team stated that to prevent its infrastructure and platform from being used...The post South Korea&#8217;s Biggest Cryptocurrency Exchange Will Ban Trading in North Korea and Iran appeared first on NewsBTC.",2018-05-27 11:03:57,newsbtc,Crypto|Bithumb|cryptocurrency exchange|cryptocurrency trading|monero|North Korea|South Korea|ZCash,South Korea’s Biggest Cryptocurrency Exchange Will Ban Trading in North Korea and Iran
"First it happened to verge. $1.8m of cryptocurrency swiped in a matter of hours. Then to bitcoin gold, plundered in an $18m double spend attack. Then to verge again, this time to the tune of $1.7 million. Along the way, monacoin is also believed to have been hit. Someone is methodically working their way through [&#8230;]The post Proof of Work Coins on High Alert Following Spate of 51% Attacks appeared first on Bitcoin News.",2018-05-25 18:40:12,bitcoin.com,News|51% attack|Binance|Bitcoin|Bitcoin gold|Cryptocurrency|Equihash|Ethereum Classic|Hashrate|Husam Abboud|Maidsafe|N-Featured|nethash|Nicehash|PARSEC|Proof of Work|Sybil Attack|verge|Zcash,Proof of Work Coins on High Alert Following Spate of 51% Attacks
"A South Korean cryptocurrency exchange has revealed that it will delist Monero, Zcash, Dash, Steem, and Augur.",2018-05-24 19:45:44,ethnews.com,wallets and exchanges,"Korean Exchange Korbit To Delist Privacy Coins, Other Cryptocurrencies"
"ZenCash (ZEN) has just been added to Binance as the exchange&#8217;s 127th coin. ZenCash is a privacy coin that uses a similar technology which ZCash uses to secure the private blockchain. Binance Lists ZenCash Binance has just announced that they will be adding another cryptocurrency to their vast arsenal, this coin being ZenCash, a smaller market cap privacy coin forked off of the ZClassic blockchain, this being a fork of ZCash. 🔊 ZenCash is nowRead MoreThe post Binance Confirms Listing of The ZenCash Privacy Coin appeared first on Bitcoinist.com.",2018-05-23 13:00:12,bitcoinist,Altcoin News|Altcoins|Bitcoin Exchange|Markets and Prices|News|News teaser|Altcoin|binance|exchange|Japan|privacy|regulation|ZCash|ZenCash,Binance Confirms Listing of The ZenCash Privacy Coin
"South Korean cryptocurrency exchange Korbit has announced that it will no longer support the trading of five cryptocurrencies: dash, monero, zcash, augur, and steem. This announcement came just days after hacked Japanese exchange Coincheck confirmed the delisting of privacy coins. Also read: Yahoo! Japan Confirms Entrance Into the Crypto Space Farewell to Five Cryptocurrencies Korbit, one of [&#8230;]The post South Korean Crypto Exchange Korbit Drops XMR, ZEC, DASH, REP, and STEEM appeared first on Bitcoin News.",2018-05-23 12:29:31,bitcoin.com,Exchanges|Augur|BCH|Bitcoin|bitcoin cash|BTC|BTG|Coincheck|crypto|Cryptocurrency|dash|Digital Currency|ETC|ETH|Korbit|korea|korean|LTC|Monero|N-Economy|privacy coins|REP|South Korea|Steem|Virtual Currency|xmr|XRP|Zcash|ZEC,"South Korean Crypto Exchange Korbit Drops XMR, ZEC, DASH, REP, and STEEM"
"Binance, the world’s largest digital-asset exchange by traded value, has announced the listing of ZenCash (ZEN) today, only to see the currency&#8217;s network overload due to a price pump, which led the operator to postpone the listing until their blockchain is stable. ZEN is currently trading at the $40 area and Binance is about to list the...The post Binance Postpones Listing of ZenCash Following Pump and Dump appeared first on NewsBTC.",2018-05-23 08:30:11,newsbtc,Altcoins|Binance|cryptocurrency|listing|ZCash|zen|zencash,Binance Postpones Listing of ZenCash Following Pump and Dump
"FOMO Moments The sideways market is over and the bears are in full control. A wave of panic selling seems to have washed across crypto land once again and markets have hemorrhaged $27 billion in 24 hours. Bitcoin has plummeted below the psychological $8k barrier and shed 4.6% on the day trading at $7,930 at...The post Asian Cryptocurrency Trading Update: Zcash Investment Keeps it Climbing appeared first on NewsBTC.",2018-05-23 04:44:16,newsbtc,Altcoins|FOMO|Fundamental|Agoric|Asian trading session|FOMO moments|ZCash|ZEC,Asian Cryptocurrency Trading Update: Zcash Investment Keeps it Climbing
"The cryptocurrency situation in Japan is changing rather quickly these days. Coincheck, one of the country&#8217;s bigger trading platforms, has made it clear they are not too keen on privacy-oriented currencies. As such, they have announced the removal of Dash, Monero, and Zcash trading. It seems the company is also getting rid of Augur&#8217;s REP token. An Interesting Decision by Coincheck When Coincheck made it clear the company would remove all privacy and anonymity-oriented cryptocurrencies from its platform, the community wasn&#8217;t too thrilled. The removal is the direct result of an order issued by the Japanese government, which doesn&#8217;t like currencies such as",2018-05-22 15:00:01,themerkle,Crypto|News|Augur|CoinCheck|REP,Coincheck Will Delist Augur’s REP Token Due to Concerns over Unlicensed Gambling
"After delving into the world of cryptocurrencies one can see that good majority of digital asset proponents are big fans of privacy and anonymity. Just recently a spreadsheet document was published that lists the top privacy-centric coins and the various differences between them. The paper called “Privacy Coin Matrix,” allows enthusiasts to see a comprehensive [&#8230;]The post The Privacy Coin Matrix: A Comprehensive Spreadsheet of Anonymous Digital Assets appeared first on Bitcoin News.",2018-05-21 23:20:25,bitcoin.com,Privacy|Anon-coins|Anonymity|Bitcoin Dark|Bitcoin Private|Boolberry|CoinJoin|Colossus Coin|dash|lightning network|masternodes|matrix|Monero|N-Technology|Ring Signatures|Spreadsheet|transactions|verge|Wallets|Zcash|Zoin,The Privacy Coin Matrix: A Comprehensive Spreadsheet of Anonymous Digital Assets
"MVIS-CryptoCompare Index | Nokia Is Partnering with a Crypto Startup to Build an IoT Network | Santander Conducts Proxy Voting Blockchain Pilot at AGM | Coincheck to Delist Privacy Coins Monero, Zcash, and Dash",2018-05-21 08:03:20,cryptocompare,Bitcoin|Ethereum|Daily Crypto News|Cryptocurrency,Market Analysis Report (21 May 2018)
"Coincheck will delist Monero and three others cryptocurrencies deemed to grant too much anonymity to holders under orders from the Japanese FSA. Japan&#8217;s FSA Bans Monero, Zcash, Dash and Augur According to Sputnik Coincheck has confirmed rumors that they will be removing Monero (XMR), Zcash (ZEC), Dash and Augur&#8217;s Reputation (REP) coin from trading on...The post Japan&#8217;s Coincheck Removes Monero and Three Other Privacy Coins Under FSA Ban appeared first on NewsBTC.",2018-05-21 07:30:36,newsbtc,Altcoins|Industry|Augur|Coincheck|Dash|FSA ban|Japanese regulation|monero|privacy coins|ZCash,Japan’s Coincheck Removes Monero and Three Other Privacy Coins Under FSA Ban
"Nine coins from the top 10 coins by 24-hour volume recorded a positive change, ranging from 1.2% to 13.5%.Nokia has announced a project to allow people in remote rural areas a chance to have mobile connectivity and enjoy the benefits of the digital economy. ​​​​​​​Coincheck will delist trading pairs for privacy-centric cryptocurrencies Monero (XMR), ZCash (ZEC), and Dash (DASH) next month.",2018-05-21 07:18:03,cryptoglobe,,Crypto Roundup - 21 May 2018
"CoinCheck has plans to remove 3 privacy coins &#8211; Monero, Dash, and Zcash &#8211; from their platform along with an ERC-20 token which elicits gambling on a non-regulated platform. Cryptocurrency Privacy: Is It Under Attack? Coincheck has just announced that they will be ceasing the trading of 4 cryptocurrencies on their platform. These currencies being Monero, Dash, ZCash, and Augur, listed in order of market capitalization. Coincheck plans for the delisting of these projects toRead MoreThe post Monex Owned Coincheck Confirms Delisting of Privacy Coins appeared first on Bitcoinist.com.",2018-05-21 02:00:12,bitcoinist,Altcoin News|Bitcoin Regulation|Companies|News|News teaser|Trending|Coincheck|Cryptocurrency|DASH|exchange|FSA|Japan|monero|privacy|regulation|ZCash,Monex Owned Coincheck Confirms Delisting of Privacy Coins
"Let’s go over what happened in crypto last week.  Price Watch: Bitcoin Price is down 1% this week after dropping around $1,000 last week. The drop comes in stark contrast to what some high-profile analysts had predicted. Investors have been waiting patiently to regain the all-important $10,000 support level. Ethereum is up 5% this week after being downThe post More Whales, Bans, and an Optimistic Cookie Monster: This Week in Crypto appeared first on CCN",2018-05-20 18:30:10,ccn,Altcoin News|News|barclays|big short|bitcoin|coinbase|Crypto|jack ma|south africa|Zcash,"More Whales, Bans, and an Optimistic Cookie Monster: This Week in Crypto"
"Japanese crypto exchange Coincheck officially announces it will end trading of four privacy-oriented altcoins  XMR, ZEC, DASH, and REP in June",2018-05-20 09:59:16,cointelegraph,Altcoin|Cryptocurrencies|Coincheck|Monero|Zcash|Dash|Anonymity|Japan|USA|Europe|Augur|Cryptocurrency Exchange,Hacked Crypto Exchange Coincheck Confirms Removal of Four Anonymity-Focused Altcoins
"Japanese crypto exchange Coincheck has announced that it plans to delist Augur (REP), as well as privacy-focused coins Monero (XMR), Zcash (ZEC), and Dash (DASH).",2018-05-20 07:47:00,cryptoglobe,,"Crypto Exchange Coincheck Will Delist Augur (REP) As Well As Privacy Coins Monero (XMR), Zcash (ZEC), and Dash (DASH)"
"Japanese cryptocurrency exchange Coincheck has will delist trading pairs for privacy-centric cryptocurrencies monero (XMR), zcash (ZEC), and dash (DASH) next month. The Tokyo-based exchange, which was purchased by brokerage firm Monex following a high-profile January hack that saw the platform lose $530 million in NEM tokens (XEM), announced on Friday that it will no longerThe post Coincheck to Delist Privacy Coins Monero, Zcash, and Dash appeared first on CCN",2018-05-19 19:12:36,ccn,Altcoin News|Bitcoin Exchange|News|Regulation|augur|coincheck|dash|monero|Monex|privacy coins|Zcash,"Coincheck to Delist Privacy Coins Monero, Zcash, and Dash"
"Zcash, the 21st-largest cryptocurrency with a market cap of more than $1.4 billion, jumped more than 50% this week, according to CoinMarketCap, pushed by the news that the Gemini exchange will list the cryptocurrency next week. The New York Department of Financial Services approved Gemini’s request to add three ZEC markets – ZEC/USD, ZEC/BTC andThe post Zcash Price Jumps Over 50% for the Week Ahead of Gemini Listing appeared first on CCN",2018-05-19 17:46:33,ccn,Altcoin News|Altcoin Prices|Exchanges|News|Trading|Gemini|Tyler Winkelvoss|Zcash|zcash price,Zcash Price Jumps Over 50% for the Week Ahead of Gemini Listing
"Japanese exchange Coincheck has confirmed that it is delisting three privacy coins: monero, dash, and zcash. Augur’s reputation token will also be delisted next month. The exchange made this decision after receiving a business improvement order from the country&#8217;s financial regulator following the NEM hack. Also read: Yahoo! Japan Confirms Entrance Into the Crypto Space Coincheck [&#8230;]The post Coincheck Delists XMR, DASH, ZEC, REP &#8211; Prompted by Japanese Regulator appeared first on Bitcoin News.",2018-05-19 13:20:04,bitcoin.com,Exchanges|Augur|BCH|Bitcoin|BTC|business improvement|crypto|Cryptocurrency|dash|delisting|Digital Currency|ETC|ETH|FCT|fsa|Hack|LSK|LTC|Monero|N-Economy|privacy coins|Virtual Currency|XEM|XRP|Zcash,"Coincheck Delists XMR, DASH, ZEC, REP – Prompted by Japanese Regulator"
