body,published_on,source,tags,title
"Cryptocurrencies are currently pulling back from their lows. So, should the traders start buying at these levels or wait? Let’s find out",2018-08-17 19:02:00,cointelegraph,Bitcoin|Ethereum|Ripple|Bitcoin Cash|EOS|Stellar|Litecoin|Cardano|Monero|ETC|Price Analysis,"Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Stellar, Litecoin, Cardano, Monero, ETC: Price Analysis, August 17"
Ethereum Classic (ETC) is the second best performing digital currency in the last 24 hours second only to VeChain according to CoinMarketCap. The price pumps as the cryptocurrency expects to be made available on the mobile app of Coinbase later today. The Pump is Real Coinbase announced August 15 that it would be making Ethereum...The post Ethereum Classic (ETC) Soars in Anticipation of Coinbase Mobile App Listing appeared first on Live Bitcoin News.,2018-08-17 00:00:40,livebitcoinnews,Altcoin News|News|coinbase|cryptocurrencies|ETC|Ethereum Classic,Ethereum Classic (ETC) Soars in Anticipation of Coinbase Mobile App Listing
"GDIS brings founders from ConsenSys Ventures, DHVC, DFJ Capital, and DBC etc. to create a top summit. Join us on Oct 1st., Santa Clara!The post First World-class Blockchain + AI Summit appeared first on CoinSpeaker.",2018-08-16 12:30:28,coinspeaker,Press Release|gdis|global disruptive innovation summit|silicon valley business institute|svbi,First World-class Blockchain + AI Summit
"Ethereum Classic (ETC) has recently surged over 19%, shortly after the popular San Francisco-based cryptocurrency exchange Coinbase announced its users will be able to buy the cryptocurrency on its website and mobile app later today, August 16.",2018-08-16 10:15:23,cryptoglobe,,Ethereum Classic Surges 19% to $14 Ahead of Coinbase Consumer Listing
"Over the past few weeks, Ethereum Classic (ETC) hit crypto headlines, as multiple exchanges finally announced fiat-to-crypto support for the popular cryptocurrency. Coinbase Consumer Meet Ethereum Classic Coinbase&#8217;s support for Ethereum Classic has been in the works for a while now, originally announcing that the firm&#8217;s engineering team had begun testing implementation in early-June. Although many...The post Ethereum Classic (ETC) Surges After Coinbase Consumer Confirms Listing appeared first on NewsBTC.",2018-08-16 08:30:03,newsbtc,Altcoins|coinbase|coinbase exchange|cryptocurrency exchange|ETC|etc price|Ethereum Classic|ethereum classic (ETC)|exchange|price,Ethereum Classic (ETC) Surges After Coinbase Consumer Confirms Listing
"Key Highlights Ethereum classic price gained bullish momentum and it broke the $12.50 and $13.40 resistances against the US dollar. There is a major bullish trend line in place with support at $13.10 on the hourly chart of the ETC/USD pair (Data feed via Kraken). The pair is likely to accelerate higher above the $14.20...The post Ethereum Classic Price Analysis: ETC/USD Surging, Could Break $15 appeared first on NewsBTC.",2018-08-16 07:45:48,newsbtc,Analysis|Technical|ETC|ETC to USD|ethereum|Ethereum Classic|Ethereum Classic Price|Ethereum Classic Price Technical Analysis|Opinion|price|trading,"Ethereum Classic Price Analysis: ETC/USD Surging, Could Break $15"
"Ethereum Classic will be listed on Coinbase Consumer from later today &#8211; and its price has reacted positively&#8230; After a more positive day of cryptocurrency price movement, Ethereum Classic was the beneficiary of some good news, as cryptocurrency exchange Coinbase confirmed that it’d be listing the coin on its consumer trading application from today. Ethereum [&#8230;]The post Ethereum Classic bucks the market and soars 15% off the back of new announcement appeared first on CryptoNewsReview.",2018-08-16 05:43:19,cryptonewsreview,Crypto|News|Coinbase|ETC|Ethereum Classic,Ethereum Classic bucks the market and soars 15% off the back of new announcement
"Ethereum Classic is bouncing off the bottom of its descending channel and might be due for a move back to the top soon. Bulls appear to be gaining more energy after ETC was included in the Coinbase listing and index fund. RSI is moving up after previously hitting oversold levels, indicating that buying pressure is...The post Ethereum Classic Technical Analysis: ETC/USD Buyers Return at Channel Support appeared first on Live Bitcoin News.",2018-08-16 05:08:08,livebitcoinnews,Trading|buy etc|coinbase index fund|etc coinbase|etcusd|Ethereum Classic,Ethereum Classic Technical Analysis: ETC/USD Buyers Return at Channel Support
Key Highlights Ethereum classic price tumbled and broke the $12.50 and $11.20 support levels against the US dollar. There is a key connecting bearish trend line forming with resistance at $11.30 on the hourly chart of the ETC/USD pair (Data feed via Kraken). The pair is slowly correcting higher towards the $11.00 and $11.30 resistance...The post Ethereum Classic Price Analysis: Can ETC/USD Hold The $10.00 Support? appeared first on NewsBTC.,2018-08-14 08:00:24,newsbtc,Analysis|Technical|ETC|ETC to USD|ethereum|Ethereum Classic|Ethereum Classic Price|Ethereum Classic Price Technical Analysis|Opinion|price|trading,Ethereum Classic Price Analysis: Can ETC/USD Hold The $10.00 Support?
U.S. crypto giant Coinbase has announced it will add ETC to its Index Fund and reduce the Fund’s annual fee to ‘attract investors’,2018-08-13 21:41:00,cointelegraph,Altcoin|Cryptocurrencies|USA|Coinbase|ethereum classic,Coinbase Index Fund Reduces Annual Fee to ‘Attract Institutional Investors’
"Ethereum Classic Price Key Highlights Ethereum Classic recently tumbled below a short-term ascending trend line to show that sellers are winning out. However, price is also encountering strong support at the long-term floor around $13. A bounce off this level could lead to a test of the broken short-term trend line or a move to...The post Ethereum Classic (ETC) Price Watch: Short-Term Breakdown, But Long-Term Floor Holding appeared first on NewsBTC.",2018-08-13 04:19:42,newsbtc,Technical|ETC|etcusd|Ethereum Classic,"Ethereum Classic (ETC) Price Watch: Short-Term Breakdown, But Long-Term Floor Holding"
"Although the past week was rather quiet for the cryptocurrency industry, the price action seen throughout the past few days seems to tell a different story, with Bitcoin trading within a hefty $1,400 range. SEC Shoots Down VanEck ETF Proposal, Issues 45 Day Delay On Tuesday afternoon, the SEC released a document revealing that it...The post Crypto Week In Review: SEC Delays Bitcoin ETF, Goldman Sachs Enters Market appeared first on NewsBTC.",2018-08-12 14:17:06,newsbtc,Crypto|Industry|Binance|coinbase|crypto|cryptocurrency custody|cryptocurrency exchange|cryptocurrency market|cryptocurrency markets|cryptocurrency news|ETC|Ethereum Classic|Goldman sachs|News|price|regulation|sec,"Crypto Week In Review: SEC Delays Bitcoin ETF, Goldman Sachs Enters Market"
"There&#8217;s no other way to put it: 2018 has been a rough year. In spite of this, there have been several cryptocurrencies that have been outliers, holding their own and even growing immensely throughout the course of the year. These cryptos have kept the attention of the greater crypto community, and as such, they have [&#8230;]",2018-08-10 19:00:09,themerkle,Crypto|Featured|2018|Basic Attention Token|Bat|binance coin|bnb|Brave|coinbase|EOS|ETC|Ethereum Classic|hottest|IBM|mywish|stellar lumens|top 5|XLM,Top 5 Hottest Cryptocurrencies in 2018
"Seattle-based cryptocurrency exchange Bittrex announced on Wednesday that they would be launching US dollar (USD) trading pairs for both Ethereum Classic (ETC) and XRP. The move comes on the heels of exchanges Coinbase and Robinhood also adding ETC support this week. According to the announcement, the addition of the new trading pairs is part of...The post Bittrex Crypto Exchange to Add USD Support for Ethereum Classic (ETC) and XRP appeared first on Live Bitcoin News.",2018-08-10 02:00:55,livebitcoinnews,Altcoin News|News|Bittrex|ETC|USD Trading|XRP,Bittrex Crypto Exchange to Add USD Support for Ethereum Classic (ETC) and XRP
The price of Ethereum Classic (ETC) is down more than 30 percent after going live on the Coinbase exchange just two days ago.,2018-08-09 17:29:40,coindesk,Markets|Exchanges|Investments|Other Public Protocols|Technology News|Markets News|Prices,Ethereum Classic Is Down 30% Since Its Listing on Coinbase
"The uneasy market momentum maintains its grip on the cryptocurrency industry. None of the top currencies are looking great as of right now. It would appear the Ethereum Classic price is taking the brunt of the assault, which is entirely expected after its recent pump out of nowhere. Ethereum Classic Price Returns to Normal During [&#8230;]",2018-08-09 13:03:28,themerkle,Crypto|News|ETC|Ethereum Classic Price|Pump-and-dump,Ethereum Classic Price: Massive Pump Ends in Tears as Value Retraces
MVIS-CryptoCompare Index | Crypto Exchange Bittrex will Launching USD Markets for XRP and ETC | Opera to Add Built-in Cryptocurrency Wallet to Its Desktop Browser | Ukraine Election Body Uses NEM Blockchain in Voting Trial,2018-08-09 08:41:42,cryptocompare,Bitcoin|Ethereum|Daily Crypto News|Cryptocurrency,Market Analysis Report (09 Aug 2018)
"Eight coins from the top 10 coins by 24-hour volume posted a negative change, ranging from 0.5% to 5%. Crypto exchange Bittrex launching USD markets for XRP and ETC. Ukraine election body uses NEM blockchain in voting trial.",2018-08-09 08:02:30,cryptoglobe,,Crypto Roundup - 09 August 2018
Key Highlights Ethereum classic price trimmed most of its Coinbase gains and declined below $16.00 against the US dollar. There is a major bearish trend line in place with resistance at $15.30 on the hourly chart of the ETC/USD pair (Data feed via Kraken). The pair remains at a risk of more losses below the...The post Ethereum Classic Price Analysis: ETC/USD Could Decline Below $14 appeared first on NewsBTC.,2018-08-09 08:00:51,newsbtc,Analysis|Technical|ETC|ETC to USD|ethereum|Ethereum Classic|Ethereum Classic Price|Ethereum Classic Price Technical Analysis|Opinion|price|trading,Ethereum Classic Price Analysis: ETC/USD Could Decline Below $14
"On Wednesday (8 August 2018), Bittrex announced that it is planning to launch two new USD trading pairs: USD-XRP and USD-ETC.",2018-08-08 16:52:30,cryptoglobe,,Crypto Exchange Bittrex Launching USD Markets for XRP and ETC
"On Wednesday, The Daily features a couple of announcements from Coinbase: the US crypto exchange enables instant purchasing with increased daily trading limits and is now accepting ETC deposits on its Coinbase Pro platform. We’ve also covered the opening of ABCC’s European headquarters in Malta and Omniex&#8217;s decision to appoint two former regulators as advisors. [&#8230;]The post The Daily: Coinbase Increases Trading Limits, ABCC Opens in Malta, Omniex Hires Former Regulators appeared first on Bitcoin News.",2018-08-08 12:05:28,bitcoin.com,The Daily|ABCC|advisors|appointments|Coinbase|crypto|crypto exchange|Cryptocurrencies|Cryptocurrency|cryptos|ETC|Ethereum Classic|Exchange|Exchanges|headquarters|instant purchases|malta|N-Featured|Omniex|Regulators|support|trading limits|trading platform,"The Daily: Coinbase Increases Trading Limits, ABCC Opens in Malta, Omniex Hires Former Regulators"
"Coinbase says that only those customers who have completed the ID verification process on the exchange can avail the facility of increased daily purchase limits.The post Coinbase Increases Daily Crypto Purchase Limit to $25K, Coinbase Pro Adds Support For ETC appeared first on CoinSpeaker.",2018-08-08 05:31:20,coinspeaker,Coinbase|Companies|Cryptocurrencies|News,"Coinbase Increases Daily Crypto Purchase Limit to $25K, Coinbase Pro Adds Support For ETC"
"Robinhood Crypto announced on 6 August that Ethereum Classic was now available for investment, commission-free, on its platform. The announcement was made via a Tweet on its Twitter account and an official blog post. Ethereum Classic Defies the Decline Ethereum Classic (ETC) rose over 9% and jumped from rank 12 to 11 as the news...The post Ethereum Classic (ETC) Rises Higher on Robinhood Listing appeared first on NewsBTC.",2018-08-07 13:00:17,newsbtc,Altcoins|coinbase|ETC|Ethereum Classic|Robinhood,Ethereum Classic (ETC) Rises Higher on Robinhood Listing
"FOMO Moments Markets are slowly inching upwards, Ethereum Classic and BAT performing well while Iota crashes. Crypto markets remain flat for a second day as the bulls fail to grapple control off the bears which have been battering them for over a week. Total market capitalization remains over $250 billion but only just, further losses...The post Cryptocurrency Market Update: Basic Attention Token (BAT) Getting Noticed appeared first on NewsBTC.",2018-08-07 11:48:28,newsbtc,Altcoins|FOMO|Basic Attention Token|BAT|coinbase|ETC|Ethereum Classic,Cryptocurrency Market Update: Basic Attention Token (BAT) Getting Noticed
"Bat is up some 20% today for no obvious reason except that the Brave Browser is seeing a lot of development and activity. Just recently they launched tor tabs. Somewhat...The post Bat Has a Spike, ETC on Coinbase Hype, Melon Tries a Summer Jump appeared first on Trustnodes.",2018-08-07 10:55:30,trustnodes,Crypto|Crypto Markets|News|Tokens,"Bat Has a Spike, ETC on Coinbase Hype, Melon Tries a Summer Jump"
"In today’s edition of Bitcoin in Brief, we cover the return of Coinbase to Wyoming, the expansion of Robinhood Crypto to Iowa and Georgia, a lawsuit against an exchange for failing to give a user his BCH plus a cybersecurity research that finds cryptocurrency exchanges experienced a massive surge of user data leaks. Also Read: [&#8230;]The post The Daily: Coinbase Returns to Wyoming, Robinhood Crypto Reaches Iowa and Georgia appeared first on Bitcoin News.",2018-08-07 10:30:40,bitcoin.com,The Daily|bitcoin cash|bitcoin in brief|Coinbase|Cyber Security|ETC|Ethereum Classic|Georgia|Group-IB|Iowa|Lawsuit|N-Featured|Robinhood|robinhood app|Wyoming,"The Daily: Coinbase Returns to Wyoming, Robinhood Crypto Reaches Iowa and Georgia"
"On Monday, Robinhood Financial announced that it would launch ethereum classic (ETC) on its trading platform — making it the sixth digital currency it has listed. This news comes one day before Coinbase is to add ETC to its exchange. At $5.6 billion, Robinhood’s newly launched crypto-trading platform is growing. On Monday, it announced that it would begin supporting ethereum classic, offering ETC  trading for customers living in one of the US eligible states. YouRead MoreThe post Robinhood Adds Ethereum Classic To Its Trading App — Beating Coinbase To The Punch appeared first on Bitcoinist.com.",2018-08-07 09:00:49,bitcoinist,Altcoin News|Altcoins|Companies|Ethereum|News|News teaser|coinbase|Ethereum Classic|Robinhood|trading apps,Robinhood Adds Ethereum Classic To Its Trading App — Beating Coinbase To The Punch
"Key Highlights Ethereum classic price rocketed higher and broke the $16.00 and $18.00 resistances against the US dollar. There is a major bullish trend line formed with support at $18.20 on the hourly chart of the ETC/USD pair (Data feed via Kraken). The pair may correct a few points, but dips remain supported near the...The post Ethereum Classic Price Analysis: ETC/USD Surging, Dips Remain Supported appeared first on NewsBTC.",2018-08-07 08:00:28,newsbtc,Analysis|Technical|ETC|ETC to USD|ethereum|Ethereum Classic|Ethereum Classic Price|Ethereum Classic Price Technical Analysis|Opinion|price|trading,"Ethereum Classic Price Analysis: ETC/USD Surging, Dips Remain Supported"
"Ethereum Classic continues to gain bullish momentum after bouncing off its symmetrical triangle bottom and breaking to the upside. Price is also trading higher inside an ascending channel and is testing the resistance. Sustained bullish momentum could lead to a break past the top and a steeper climb for Ethereum Classic. However, technical indicators are...The post Ethereum Classic (ETC/USD) Technical Analysis – Gaining Upside Traction appeared first on Live Bitcoin News.",2018-08-07 07:07:18,livebitcoinnews,Trading|ETC|etcusd|Ethereum Classic,Ethereum Classic (ETC/USD) Technical Analysis – Gaining Upside Traction
"Ethereum Classic Price Key Highlights Ethereum Classic price got a big boost after Coinbase and Robinhood added the asset to their trading offerings. Price is trending higher inside an ascending channel on the 4-hour chart and is testing the resistance. A break past this channel top could pave the way for an even sharper rally,...The post Ethereum Classic (ETC) Price Watch: Steeper Climb Underway with Coinbase &amp; Robinhood? appeared first on NewsBTC.",2018-08-07 05:13:39,newsbtc,Technical|etc coinbase|etc robinhood|etcusd|eth classic|Ethereum Classic,Ethereum Classic (ETC) Price Watch: Steeper Climb Underway with Coinbase & Robinhood?
"The price of ETC spikes over 12% off the back of a Robinhood announcement, even as other coins fall&#8230; The price of all but one major cryptocurrency fell a little overnight, with Bitcoin for instance dropping back down below $7000, and most coins down between 1 and 4%. Yet there was one notable coin bucking [&#8230;]The post Ethereum Classic price soars as other major cryptocurrencies fall appeared first on CryptoNewsReview.",2018-08-07 04:36:16,cryptonewsreview,Crypto|Markets|News|coimbase|ETC|Ethereum Classic|Robinhood,Ethereum Classic price soars as other major cryptocurrencies fall
"Robinhood, the zero-commission cryptocurrency trading platform, has announced the addition of Ethereum Classic (ETC) to its catalog. The announcement comes a day before the Ethereum hard fork is expected to go live on competitor platform Coinbase. Commission-Free Ethereum Classic Trading on Robinhood In a blog post published today, (August 6th, 2018), the Menlo Park-based platform...The post Ethereum Classic Pumps as Robinhood Announces Listing appeared first on Live Bitcoin News.",2018-08-07 02:00:10,livebitcoinnews,Altcoin News|News|Trading|coinbase|Coinbase Pro|Ethereum Classic|Robinhood,Ethereum Classic Pumps as Robinhood Announces Listing
Why have two exchanges begun supporting ETC 24 hours apart?,2018-08-06 23:05:00,ethnews.com,wallets and exchanges,Coinbase And Robinhood Support Ethereum Classic
"Stock trading app Robinhood has made ethereum classic (ETC) the sixth cryptocurrency listed on its recently-launched crypto trading platform. The $5.6 billion firm unveiled support for ethereum classic on Monday, providing investors in eligible U.S. states with the ability to hold ETC in their portfolios alongside their traditional equities investments. Robinhood has been rolling out &#8230; ContinuedThe post Ethereum Classic Becomes the 6th Cryptocurrency Listed on Robinhood Crypto appeared first on CCN",2018-08-06 15:56:14,ccn,Altcoin News|Ethereum News|Exchanges|News|coinbase|Ethereum Classic|Robinhood|voyager,Ethereum Classic Becomes the 6th Cryptocurrency Listed on Robinhood Crypto
"Robinhood announced Monday that its customers can now invest in ethereum classic (ETC), just a day before Coinbase adds the option too.",2018-08-06 15:29:47,coindesk,Exchanges|News|Coinbase|Ethereum Classic|Robinhood|Republished,Robinhood Adds Ethereum Classic to Crypto Trading App
"On Monday (6 August 2018), FinTech startup Robinhood announced that its very popular &quot;Robinhood Crypto&quot; service, which allows customers to do commission-free trading of cryptocurrencies via a simple and elegant mobile app, now supports Ethereum Classic (ETC).",2018-08-06 14:30:00,cryptoglobe,,Commission-Free Trading App Robinhood Crypto Now Support Ethereum Classic (ETC)
"The largest cryptocurrency exchange in the US will begin final testing for support for Ethereum Classic (ETC). The digital asset will be open for inbound transfers on August 7th on Coinbase Pro. ETC Coming to Coinbase According to the official statement, the cryptocurrency exchange expects to finalize testing for ETC by Tuesday, August 7th. At...The post Coinbase Begins Final Testing for ETC Support, Price Reacts appeared first on Live Bitcoin News.",2018-08-06 12:00:51,livebitcoinnews,Altcoin News|News|Trading|coinbase|ETC|Ethereum Classic,"Coinbase Begins Final Testing for ETC Support, Price Reacts"
"All cryptocurrency markets are still in a relatively awkward place at this time. The Bitcoin price is not showing any real signs of life, although it remains above $7,000, for the time being. Some altcoins note some growth, with the Ethereum Classic price still going strong. Ethereum Classic Price Momentum Remains Strong Ever since the [&#8230;]",2018-08-06 09:29:30,themerkle,Crypto|News|coinbase|ETC|Ethereum Classic Price,Ethereum Classic Price: Positive Momentum Continues Ahead of Coinbase Listing
"Coinbase is ready to add Ethereum Classic to its products list, with final testing expected to be completed this week. In a tweet from the company&#8217;s offical account, Coinbase stated that it aims to announce the news officially by Tuesday 7th August, when it will be ready to accept inbound transfers of ETC. In a [&#8230;]The post Coinbase to add Ethereum Classic early this week appeared first on CryptoNewsReview.",2018-08-06 08:54:57,cryptonewsreview,Crypto|News|Coinbase,Coinbase to add Ethereum Classic early this week
Popular San Francisco-based cryptocurrency exchange Coinbase has recently announced that it’s conducting a final testing phase before adding support for Ethereum Classic (ETC) on its platform.,2018-08-05 09:00:04,cryptoglobe,,Coinbase Announces Ethereum Classic Support Is in Final Testing Phase
"Coinbase has announced that it is in the final stages of testing support for ethereum classic (ETC) as it prepares to offer support for the cryptocurrency across it different services. In a statement published on its official blog, the platform revealed that it is making the information public in line with its new process forThe post Coinbase Announces Final Testing Ahead of Ethereum Classic Listing appeared first on CCN",2018-08-04 20:13:16,ccn,Altcoin News|Ethereum News|Exchanges|News|coinbase|Ethereum Classic,Coinbase Announces Final Testing Ahead of Ethereum Classic Listing
"Today is proving to be a much tougher day for all cryptocurrencies. Bitcoin has faced an unexpected onslaught, and altcoins aren&#8217;t faring much better. One exception is the Ethereum Classic price which is getting pumped due to new Coinbase rumors. A major ETC dump seems to be inevitable at this point. Another Ethereum Classic Price [&#8230;]",2018-08-04 18:49:00,themerkle,Crypto|News|ETC|Ethereum Classic Price|Pump-and-dump,Ethereum Classic Price: Major Pump Fueled by Coinbase Rumors Triggers FOMO Among Speculators
"As is now customary for the company, Coinbase has released a list of the latest assets it’s considering. The latest batch are being mooted for its institutional platform, Coinbase Custody, and thus are for storage only at this time, though future trading cannot be discounted. The list of altcoins it’s considering is as eclectic as [&#8230;]The post Coinbase Custody is Eyeing Some Extremely Odd Altcoins appeared first on Bitcoin News.",2018-08-04 14:15:07,bitcoin.com,Altcoins|altcoin|Brian Armstrong|Coinbase|coinbase custody|custodial|ETC|Ethereum Classic|Institutional Custody|N-Featured|shitcoin,Coinbase Custody is Eyeing Some Extremely Odd Altcoins
"FOMO Moments Current recovering altcoins are Ethereum Classic, Tezos, and Nano. The falling knife seems to have hit something solid as we enter the weekend in crypto land. The bears are having the day off and market capitalization has halted at just above $265 billion as further losses are on hold for now. Bitcoin has...The post Ethereum Classic Recovers as Coinbase Nears ETC Trading appeared first on NewsBTC.",2018-08-04 10:30:16,newsbtc,Altcoins|Ethereum|FOMO|coinbase|ETC|Ethereum Classic|FOMO moments|tezos,Ethereum Classic Recovers as Coinbase Nears ETC Trading
Key Highlights Ethereum classic price failed to hold an important support at $16.25 and declined against the US dollar. There is a major bearish trend line formed with resistance at $15.65 on the hourly chart of the ETC/USD pair (Data feed via Kraken). The pair remains at a risk of more losses as long as...The post Ethereum Classic Price Analysis: ETC/USD Turned Bearish? appeared first on NewsBTC.,2018-08-02 08:00:57,newsbtc,Analysis|Technical|ETC|ETC to USD|ethereum|Ethereum Classic|Ethereum Classic Price|Ethereum Classic Price Technical Analysis|Opinion|price|trading,Ethereum Classic Price Analysis: ETC/USD Turned Bearish?
Key Highlights Ethereum classic price is trading in a bullish zone above the $16.50 support against the US dollar. There is a crucial contracting triangle forming with resistance near $17.25 on the hourly chart of the ETC/USD pair (Data feed via Kraken). The pair may perhaps break the $17.20 and $17.30 resistance levels to trade...The post Ethereum Classic Price Analysis: ETC/USD Eyeing Break above $17.40 appeared first on NewsBTC.,2018-07-31 08:05:00,newsbtc,Analysis|Technical|ETC|ETC to USD|ethereum|Ethereum Classic|Ethereum Classic Price|Ethereum Classic Price Technical Analysis|Opinion|price|trading,Ethereum Classic Price Analysis: ETC/USD Eyeing Break above $17.40
"Thailand’s largest movie theater chain, Major Cineplex, is reportedly integrating crypto payments to allow customers to pay for its services and products with cryptocurrency, including movie tickets and popcorn. Thailand recently began regulating crypto businesses. This week, the Thai Securities and Exchange Commission started accepting license applications from crypto operators. Also read: Yahoo! Japan Confirms Entrance [&#8230;]The post Largest Movie Theater Chain in Thailand Going Crypto appeared first on Bitcoin News.",2018-07-30 02:57:44,bitcoin.com,News|BCH|Bitcoin|BTC|cinemas|crypto|Cryptocurrency|Digital Currency|ETC|ETH|LTC|major cineplex group|movie theater chain|movie theaters|movie tickets|N-Economy|operator|rapee sucharitakul|rapidz pos|rapidzpay|rapidzpos|SEC|thai|thailand|theatres|Virtual Currency|XLM|XRP,Largest Movie Theater Chain in Thailand Going Crypto
"With all cryptocurrencies still in the green as of right now, an interesting situation is created. Although there is no sign of weakness, Bitcoin is struggling a bit for momentum. The Ethereum Classic price, on the other hand, is still going relatively strong as of right now. Ethereum Classic Price Keeps Going It is not [&#8230;]",2018-07-26 12:47:26,themerkle,Crypto|News|altcoin|ETC|Ethereum Classic Price,Ethereum Classic Price: Strong Momentum in USD and BTC Value
Key Highlights Ethereum classic price is moving higher and is currently placed above $16.00 against the US dollar. There was a break above a key bearish trend line with resistance at $16.25 on the hourly chart of the ETC/USD pair (Data feed via Kraken). The pair is following a contracting triangle with support near the...The post Ethereum Classic Price Analysis: ETC/USD Primed for More Gains appeared first on NewsBTC.,2018-07-26 08:00:04,newsbtc,Analysis|Technical|ETC|ETC to USD|ethereum|Ethereum Classic|Ethereum Classic Price|Ethereum Classic Price Technical Analysis|Opinion|price|trading,Ethereum Classic Price Analysis: ETC/USD Primed for More Gains
Key Highlights Ethereum classic price retested an important support area near $15.75 against the US dollar. There is a crucial bearish trend line forned with resistance at $16.20 on the hourly chart of the ETC/USD pair (Data feed via Kraken). The pair may perhaps break the $16.20 resistance and the 100 hourly simple moving average....The post Ethereum Classic Price Analysis: ETC/USD Likely Forming Double Bottom appeared first on NewsBTC.,2018-07-24 08:00:11,newsbtc,Analysis|Technical|ETC|ETC to USD|ethereum|Ethereum Classic|Ethereum Classic Price|Ethereum Classic Price Technical Analysis|Opinion|price|trading,Ethereum Classic Price Analysis: ETC/USD Likely Forming Double Bottom
"On Wednesday (18 July 2018), Barry Silbert, the founder and CEO of crypto-focused venture capital firm Digital Currency Group (DCG) said that DCG had invested money in only five cryptocurrencies, and that he thought the others would &quot;go to zero.&quot;",2018-07-19 11:15:00,cryptoglobe,,"Barry Silbert’s Digital Currency Group: Only Cryptocurrencies We Like Are Bitcoin (BTC), Ethereum Classic (ETC), Zcash (ZEC), ZenCash(ZEN), and Decentraland (MANA)"
Key Highlights Ethereum classic price corrected lower after trading as high as $18.37 against the US dollar. There is a significant bullish trend line in place with support at $17.10 on the hourly chart of the ETC/USD pair (Data feed via Kraken). The pair is currently holding the trend line support at $17.10 and the...The post Ethereum Classic Price Analysis: ETC/USD Remains in Uptrend appeared first on NewsBTC.,2018-07-19 09:00:43,newsbtc,Analysis|Technical|ETC|ETC to USD|ethereum|Ethereum Classic|Ethereum Classic Price|Ethereum Classic Price Technical Analysis|Opinion|price|trading,Ethereum Classic Price Analysis: ETC/USD Remains in Uptrend
"Key Highlights Ethereum classic price traded higher recently and moved above the $17.00 barrier against the US dollar. There is a crucial bullish trend line formed with support at $16.80 on the hourly chart of the ETC/USD pair (Data feed via Kraken). The pair is currently correcting lower, but it remains supported above the $16.80-17.00...The post Ethereum Classic Price Analysis: ETC/USD Bullish Above $16.80 appeared first on NewsBTC.",2018-07-17 08:00:08,newsbtc,Analysis|Technical|ETC|ETC to USD|ethereum|Ethereum Classic|Ethereum Classic Price|Ethereum Classic Price Technical Analysis|Opinion|price|trading,Ethereum Classic Price Analysis: ETC/USD Bullish Above $16.80
"Still only nine years old, Bitcoin continues to be a major topic of discussion within the global business industry. Bloomberg&#8217;s Noah Smith believes that the future of the top-ranked cryptocurrency has three possible outcomes. Three Possible Future Scenarios for Bitcoin Smith’s first scenario sees Bitcoin replacing fiat currencies all over the world. In this construct, BTC becomes the de facto payment means for all types of transactions like mortgage payments, import duties, etc. Notable &#8220;techpreneurs&#8221;Read MoreThe post Bitcoin Will End Up in One of Three Ways, Predicts Expert appeared first on Bitcoinist.com.",2018-07-13 01:00:55,bitcoinist,Bitcoin|Bitcoin Acceptance|News|News teaser|bitcoin|bitcoin currency|Bitcoin decline|bitcoin mining|Bitcoin vs Gold,"Bitcoin Will End Up in One of Three Ways, Predicts Expert"
Key Highlights Ethereum classic price declined recently and traded as low as $15.67 against the US dollar. There is a major bearish trend line formed with resistance near $16.35 on the hourly chart of the ETC/USD pair (Data feed via Kraken). The pair may perhaps struggle to break the $16.40 and $16.60 resistance levels in...The post Ethereum Classic Price Analysis: Can ETC/USD Break This? appeared first on NewsBTC.,2018-07-12 08:00:51,newsbtc,Analysis|Technical|ETC|ETC to USD|ethereum|Ethereum Classic|Ethereum Classic Price|Ethereum Classic Price Technical Analysis|Opinion|price|trading,Ethereum Classic Price Analysis: Can ETC/USD Break This?
"The cryptomarket recovered last week. With 4-6% gains from the top cryptocurrencies, top performers included NEO and ETC. Malta set a regulatory framework for Blockchain technology, Thailand SEC will introduce a new rule governing local ICOs, Ethereum suffers a gas crisis, South Korean banks investments totalled $1.79bn, Bitmain joined the list of EOS block producers and the largest ETF trader in Europe entered the cryptomarket.",2018-07-10 11:00:59,cryptoglobe,,NKB Research: Weekly Market Update
Key Highlights Ethereum classic price failed to move above the $18.80 resistance and declined against the US dollar. There was a break below a key bullish trend line formed with support at $18.20 on the hourly chart of the ETC/USD pair (Data feed via Kraken). The pair is now trading below the $18.00 pivot level...The post Ethereum Classic Price Analysis: ETC/USD Bearish Below $18 appeared first on NewsBTC.,2018-07-10 08:30:44,newsbtc,Analysis|Technical|ETC|ETC to USD|ethereum|Ethereum Classic|Ethereum Classic Price|Ethereum Classic Price Technical Analysis|Opinion|price|trading,Ethereum Classic Price Analysis: ETC/USD Bearish Below $18
"This is a submitted sponsored story. CCN urges readers to conduct their own research with due diligence into the company, product or service mentioned in the content below. Market problems Nowadays, along with the spread of globalization, the exchange between nations on trade, investment, education, tourism, etc. are blossoming. According to IMF, in 2017, the size &#8230; ContinuedThe post ZeroBank &#8211; The Most Feasible ICO Project in the Remittance and Money Exchange Industry appeared first on CCN",2018-07-09 17:31:30,ccn,Sponsored Stories,ZeroBank – The Most Feasible ICO Project in the Remittance and Money Exchange Industry
